date,aristocracy,aristocrat,aristocratic,associate,backer
2005-01-11,18.3441776747,0.0,0.0,76.2511810606,22.7038578621
2005-01-12,0.0,0.0,0.0,63.1795500216,4.00656315214
2005-01-13,0.0,6.5505467853,0.0,55.5544319156,9.348647355
2005-01-14,24.4589035663,13.1010935706,0.0,51.1972215692,9.348647355
2005-01-15,0.0,0.0,0.0,62.090247435,0.0
2005-01-16,0.0,15.9084707643,0.0,31.5897750108,0.0
2005-01-17,48.9178071326,3.7431695916,0.0,72.9832733008,10.6841684057
2005-01-18,0.0,0.0,0.0,46.8400112229,13.3552105071
2005-01-19,18.3441776747,6.5505467853,0.0,63.1795500216,13.3552105071
2005-01-20,0.0,6.5505467853,0.0,108.930258658,0.0
2005-01-21,24.4589035663,10.2937163769,0.0,72.9832733008,5.34208420286
2005-01-22,0.0,10.2937163769,0.0,58.8223396753,6.67760525357
2005-01-23,30.5736294579,0.0,0.0,51.1972215692,6.67760525357
2005-01-24,0.0,9.357923979,0.0,76.2511810606,4.00656315214
2005-01-25,18.3441776747,12.1653011727,0.0,64.2688526082,4.00656315214
2005-01-26,18.3441776747,6.5505467853,0.0,65.3581551948,4.00656315214
2005-01-27,61.1472589158,2.8073771937,0.0,58.8223396753,13.3552105071
2005-01-28,18.3441776747,2.8073771937,0.0,71.8939707142,9.348647355
2005-01-29,0.0,0.0,0.0,34.8576827705,6.67760525357
2005-01-30,0.0,4.6789619895,0.0,46.8400112229,6.67760525357
2005-01-31,0.0,2.8073771937,0.0,64.2688526082,4.00656315214
2005-02-01,0.0,9.357923979,0.0,41.39349829,17.3617736593
2005-02-02,0.0,6.5505467853,0.0,75.161878474,4.00656315214
2005-02-03,0.0,0.0,0.0,76.2511810606,9.348647355
2005-02-04,0.0,9.357923979,0.0,45.7507086363,13.3552105071
2005-02-05,0.0,5.6147543874,0.0,83.8762991666,8.01312630429
2005-02-06,0.0,10.2937163769,0.0,30.5004724242,0.0
2005-02-07,0.0,0.0,0.0,76.2511810606,13.3552105071
2005-02-08,0.0,5.6147543874,0.0,86.0549043398,4.00656315214
