Date,Value
6/11/07,60.453224
6/12/07,59.709625
6/13/07,60.642124
6/14/07,61.076241
6/15/07,61.401833
6/18/07,61.305367
6/19/07,61.474178
6/20/07,60.666245
6/21/07,60.967697
6/22/07,60.453224
6/25/07,60.025917
6/26/07,59.537716
6/27/07,60.417336
6/28/07,60.409233
6/29/07,60.272068
7/2/07,60.970097
7/3/07,61.232353
7/5/07,61.200043
7/6/07,61.538982
7/9/07,61.506706
7/10/07,60.663433
7/11/07,61.107254
7/12/07,62.031239
7/13/07,62.216843
7/16/07,62.17247
7/17/07,62.136162
7/18/07,61.994938
7/19/07,62.144218
7/20/07,61.58741
7/23/07,61.708454
7/24/07,60.627113
7/25/07,60.639221
7/26/07,59.202854
7/27/07,58.089245
7/30/07,58.948639
7/31/07,58.141659
8/1/07,58.484638
8/2/07,58.980915
8/3/07,57.44767
8/6/07,58.416035
8/7/07,58.855843
8/8/07,59.743477
8/9/07,58.12151
8/10/07,57.988365
8/13/07,58.101337
8/14/07,57.088581
8/15/07,56.326015
8/16/07,56.689137
8/17/07,57.722065
8/20/07,57.843102
8/21/07,57.851173
8/22/07,58.658138
8/23/07,58.565319
8/24/07,59.25124
8/27/07,58.633923
8/28/07,57.431545
8/29/07,58.573402
8/30/07,58.420082
8/31/07,58.997078
9/4/07,59.682964
9/5/07,59.158459
9/6/07,59.335979
9/7/07,58.476574
9/10/07,58.226395
9/11/07,58.988987
9/12/07,59.190735
9/13/07,59.412655
9/14/07,59.46508
9/17/07,59.150383
9/18/07,60.800613
9/19/07,61.24041
9/20/07,60.869194
9/21/07,61.014462
9/24/07,60.841045
9/25/07,60.699207
9/26/07,61.144913
9/27/07,61.481247
9/28/07,61.266487
10/1/07,62.056641
10/2/07,61.955334
10/3/07,61.858089
10/4/07,61.97562
10/5/07,62.648251
10/8/07,62.567184
10/9/07,63.00481
10/10/07,62.883236
10/11/07,62.52668
10/12/07,62.83868
10/15/07,62.348385
10/16/07,61.906715
10/17/07,61.951298
10/18/07,61.967487
10/19/07,60.375065
10/22/07,60.670868
10/23/07,61.104404
10/24/07,61.063896
10/25/07,61.023365
10/26/07,61.756805
10/29/07,62.00396
10/30/07,61.562302
10/31/07,62.364609
11/1/07,60.784306
11/2/07,60.772141
11/5/07,60.294006
11/6/07,61.1287
11/7/07,59.4431
11/8/07,59.366089
11/9/07,58.584061
11/12/07,57.822277
11/13/07,59.511971
11/14/07,59.305302
11/15/07,58.450352
11/16/07,58.681313
11/19/07,57.720982
11/20/07,57.94384
11/21/07,56.930851
11/23/07,57.781769
11/26/07,56.651241
11/27/07,57.344139
11/28/07,59.098679
11/29/07,59.127033
11/30/07,59.544411
12/3/07,59.183777
12/4/07,58.802879
12/5/07,59.682163
12/6/07,60.545235
12/7/07,60.61816
12/10/07,61.136826
12/11/07,59.471466
12/12/07,59.848286
12/13/07,59.856388
12/14/07,59.037868
12/17/07,58.134285
12/18/07,58.551655
12/19/07,58.49086
12/20/07,58.89864
12/21/07,59.807098
12/24/07,60.3652
12/26/07,60.414104
12/27/07,59.656364
12/28/07,59.428246
12/31/07,59.130844
1/2/08,58.430161
1/3/08,58.360909
1/4/08,56.800652
1/7/08,56.82917
1/8/08,55.810734
1/9/08,56.401428
1/10/08,56.772152
1/11/08,56.238487
1/14/08,56.780296
1/15/08,55.403347
1/16/08,55.069298
1/17/08,53.55386
1/18/08,53.191288
1/22/08,52.60059
1/23/08,53.977531
1/24/08,54.323803
1/25/08,53.533504
1/28/08,54.653782
1/29/08,54.877838
1/30/08,54.380836
1/31/08,55.484814
2/1/08,56.381046
2/4/08,55.712959
2/5/08,54.132332
2/6/08,53.720879
2/7/08,54.213821
2/8/08,53.896046
2/11/08,54.209728
2/12/08,54.7108
2/13/08,55.334091
2/14/08,54.617123
2/15/08,54.629341
2/19/08,54.804497
2/20/08,55.061153
2/21/08,54.446011
2/22/08,54.698586
2/25/08,55.615189
2/26/08,55.973686
2/27/08,55.884064
2/28/08,55.321892
2/29/08,54.099743
3/3/08,53.908276
3/4/08,53.737175
3/5/08,54.038635
3/6/08,52.918339
3/7/08,52.348022
3/10/08,51.549561
3/11/08,53.374615
3/12/08,52.865398
3/13/08,53.207588
3/14/08,52.229885
3/17/08,51.626957
3/18/08,53.773827
3/19/08,52.3358
3/20/08,53.431648
3/24/08,54.588593
3/25/08,54.667595
3/26/08,54.025005
3/27/08,53.824463
3/28/08,53.345627
3/31/08,53.615742
4/1/08,55.445221
4/2/08,55.482056
4/3/08,55.547539
4/4/08,55.568016
4/7/08,55.596661
4/8/08,55.494328
4/9/08,54.995003
4/10/08,55.273327
4/11/08,54.1437
4/14/08,53.959526
4/15/08,54.217373
4/16/08,55.559814
4/17/08,55.629398
4/18/08,56.394745
4/21/08,56.276066
4/22/08,55.805393
4/23/08,55.977283
4/24/08,56.288342
4/25/08,56.722172
4/28/08,56.697624
4/29/08,56.460228
4/30/08,56.235126
5/1/08,57.225597
5/2/08,57.389294
5/5/08,57.094612
5/6/08,57.581654
5/7/08,56.77129
5/8/08,56.656681
5/9/08,56.623951
5/12/08,57.209221
5/13/08,57.274712
5/14/08,57.454803
5/15/08,58.064621
5/16/08,58.16692
5/19/08,58.256969
5/20/08,57.77813
5/21/08,56.808125
5/22/08,57.000481
5/23/08,56.17783
5/27/08,56.668964
5/28/08,57.008682
5/29/08,57.258331
5/30/08,57.368851
6/2/08,56.91045
